open_time,close_time,duration_minutes,side,entry_price,close_price,size,pnl,pnl_pct,risk_amount,reward_amount,reason,signal_type,month
2025-05-06 19:15:00,2025-05-07 01:02:00,347.0,BUY,1785.52,1848.97,0.2792640450324406,17.71930365730837,3.5535866302253707,5.752169093960215,17.256507281880644,Take Profit,RSI_MFI,2025-05
2025-05-11 06:27:00,2025-05-11 11:44:00,317.0,SELL,2541.9,2528.4,0.19651343596096962,2.65293138547309,0.5310987843738935,6.384623277653859,19.15386983296158,Stop Loss,RSI_MFI,2025-05
2025-05-12 17:01:00,2025-05-12 18:04:00,63.0,BUY,2499.2,2499.2,0.19992403546673432,0.0,0.0,7.302425319457906,21.907275958373717,Opposite Signal,RSI_MFI,2025-05
2025-05-12 18:04:00,2025-05-12 20:26:00,142.0,SELL,2482.97,2468.02,0.20123084428666574,3.0084011220856164,0.6021015155237406,7.225163279486161,21.675489838458482,Stop Loss,RSI_MFI,2025-05
2025-05-13 05:26:00,2025-05-13 11:37:00,371.0,BUY,2452.15,2524.21,0.20382136879659346,14.687367835482513,2.9386456782823216,4.494414047991459,13.483242143974376,Take Profit,RSI_MFI,2025-05
2025-05-13 23:19:00,2025-05-14 01:43:00,144.0,SELL,2678.31,2716.78,0.18688461674949533,-7.189451206353133,-1.4363535214370349,7.152363954159136,21.457091862477405,Stop Loss,RSI_MFI,2025-05
2025-05-14 05:18:00,2025-05-14 08:02:00,164.0,BUY,2668.27,2628.97,0.18745309332489707,-7.366906567668489,-1.4728644402553035,6.61734725604489,19.85204176813467,Stop Loss,RSI_MFI,2025-05
2025-05-14 21:28:00,2025-05-15 00:15:00,167.0,SELL,2591.54,2625.6,0.19286104787023922,-6.568847290460337,-1.3142764533829285,5.523096830593505,16.569290491780514,Stop Loss,RSI_MFI,2025-05
2025-05-21 20:12:00,2025-05-22 03:49:00,457.0,BUY,2501.29,2645.05,0.19968843182242632,28.70720895879205,5.747434323888882,9.410606897857933,28.2318206935738,Take Profit,RSI_MFI,2025-05
2025-05-22 17:10:00,2025-05-23 01:31:00,501.0,SELL,2652.55,2682.62,0.18884244899476213,-5.678492441272442,-1.1336261333433755,4.938749357947716,14.81624807384315,Stop Loss,RSI_MFI,2025-05
2025-05-27 03:31:00,2025-05-27 06:53:00,202.0,BUY,2552.33,2567.58,0.19614631080580988,2.9912312397886005,0.5974932708544741,6.673221135026419,20.019663405079257,Stop Loss,RSI_MFI,2025-05
2025-05-28 10:18:00,2025-05-28 11:04:00,46.0,SELL,2625.44,2646.77,0.19074123766720325,-4.0685105994414315,-0.8124352489487449,3.842901863528655,11.528705590585966,Stop Loss,RSI_MFI,2025-05
2025-05-28 17:32:00,2025-05-28 19:44:00,132.0,BUY,2649.97,2619.21,0.18889883639852906,-5.8105282076187095,-1.1607678577493241,5.4440361301801214,16.332108390540363,Stop Loss,RSI_MFI,2025-05
2025-06-03 03:48:00,2025-06-03 06:11:00,143.0,SELL,2601.28,2601.28,0.19232290375531624,0.0,0.0,6.0228609831630155,18.06858294948905,Opposite Signal,RSI_MFI,2025-06
2025-06-03 06:11:00,2025-06-03 21:56:00,945.0,BUY,2608.27,2585.38,0.1918074904364307,-4.390473456089874,-0.8775931939561422,4.356207047923438,13.068621143770313,Stop Loss,RSI_MFI,2025-06
2025-06-05 11:00:00,2025-06-05 12:19:00,79.0,SELL,2597.02,2625.99,0.1925538499541107,-5.578285033170548,-1.1155093145220214,5.515724287320444,16.547172861961332,Stop Loss,RSI_MFI,2025-06
2025-06-05 15:02:00,2025-06-05 19:17:00,255.0,BUY,2589.46,2521.34,0.19300830488061838,-13.147725728467703,-2.630664308388617,8.183031004514971,24.549093013544912,Stop Loss,RSI_MFI,2025-06
2025-06-05 19:33:00,2025-06-06 14:00:00,1107.0,SELL,2543.25,2543.25,0.1962567183209447,0.0,0.0,10.010319238857669,30.030957716573006,Opposite Signal,RSI_MFI,2025-06
2025-06-06 14:00:00,2025-06-06 15:55:00,115.0,BUY,2501.24,2501.24,0.19955298126918755,0.0,0.0,7.155211606984186,21.46563482095256,Opposite Signal,RSI_MFI,2025-06
2025-06-06 15:55:00,2025-06-07 10:42:00,1127.0,SELL,2507.17,2507.17,0.19908099525350997,0.0,0.0,6.974971887552729,20.924915662658186,Opposite Signal,RSI_MFI,2025-06
2025-06-07 10:42:00,2025-06-08 09:27:00,1365.0,BUY,2490.45,2497.55,0.20041755460649388,1.4229646377061795,0.28508904013332387,3.8985723765941347,11.695717129782405,Stop Loss,RSI_MFI,2025-06
2025-06-10 13:58:00,2025-06-10 19:35:00,337.0,SELL,2744.31,2794.25,0.18190402946519452,-9.084287231491825,-1.819765259755642,8.715304002923189,26.145912008769564,Stop Loss,RSI_MFI,2025-06
2025-06-10 22:48:00,2025-06-11 18:03:00,1155.0,BUY,2802.76,2816.46,0.177948462494132,2.437893936169576,0.4888038933051641,8.759299528118692,26.277898584356073,Stop Loss,RSI_MFI,2025-06
2025-06-11 22:52:00,2025-06-12 04:00:00,308.0,SELL,2764.46,2764.46,0.18045792937386032,0.0,0.0,5.5097956370214884,16.529386911064464,Opposite Signal,RSI_MFI,2025-06
2025-06-12 04:00:00,2025-06-12 11:29:00,449.0,BUY,2764.29,2726.73,0.180469027286161,-6.778416664868197,-1.3587575833215744,5.973786483261432,17.921359449784298,Stop Loss,RSI_MFI,2025-06
2025-06-12 16:11:00,2025-06-13 00:03:00,472.0,SELL,2733.0,2606.0,0.18241119890362914,23.1662222607609,4.64690815953165,7.516253450824025,22.548760352472076,Take Profit,RSI_MFI,2025-06
2025-06-13 16:30:00,2025-06-13 17:45:00,75.0,BUY,2565.01,2529.23,0.19480942285474773,-6.970281149742912,-1.3949263355698496,6.850483095158359,20.551449285475076,Stop Loss,RSI_MFI,2025-06
2025-06-14 01:26:00,2025-06-15 00:00:00,1354.0,SELL,2557.71,2557.71,0.1952291712739792,0.0,0.0,5.278713708950092,15.836141126850277,Opposite Signal,RSI_MFI,2025-06
2025-06-15 00:00:00,2025-06-15 09:10:00,550.0,BUY,2530.43,2512.61,0.19733389331424675,-3.51648997885982,-0.7042281351390756,3.4715274512682153,10.414582353804647,Stop Loss,RSI_MFI,2025-06
2025-06-16 23:16:00,2025-06-17 00:51:00,95.0,SELL,2590.96,2581.33,0.19265591871747398,1.8552764972492954,0.37167690740112197,14.804605542660516,44.41381662798155,Stop Loss,RSI_MFI,2025-06
2025-06-18 08:26:00,2025-06-18 10:33:00,127.0,BUY,2539.14,2510.84,0.19662426765955754,-5.564466774765425,-1.1145505958710322,5.239191248776279,15.717573746328837,Stop Loss,RSI_MFI,2025-06
2025-06-18 15:31:00,2025-06-19 00:33:00,542.0,SELL,2506.59,2544.0,0.1990665883316979,-7.44708106948879,-1.4924658599930523,7.340172358225179,22.02051707467554,Stop Loss,RSI_MFI,2025-06
2025-06-19 02:55:00,2025-06-19 15:36:00,761.0,BUY,2517.37,2493.75,0.19806622212582026,-4.678324166611853,-0.9382808248290831,4.612338404710649,13.837015214131947,Stop Loss,RSI_MFI,2025-06
2025-06-20 15:15:00,2025-06-20 17:33:00,138.0,SELL,2501.54,2397.37,0.19922609647838754,20.753382470153646,4.1642348313438955,6.7672522773489545,20.301756832046863,Take Profit,RSI_MFI,2025-06
2025-06-23 01:02:00,2025-06-23 15:47:00,885.0,BUY,2239.29,2253.13,0.22302145702792098,3.0866169652664586,0.6180530435986471,6.386542803107201,19.159628409321602,Stop Loss,RSI_MFI,2025-06
2025-06-26 13:27:00,2025-06-26 15:00:00,93.0,SELL,2437.79,2437.79,0.20492497276480606,0.0,0.0,5.2048791370047205,15.614637411014161,Opposite Signal,RSI_MFI,2025-06
2025-06-26 15:00:00,2025-06-26 15:33:00,33.0,BUY,2445.16,2408.55,0.20430730478018477,-7.479690428002498,-1.4972435341654402,7.388937123219251,22.166811369657754,Stop Loss,RSI_MFI,2025-06
2025-06-26 15:47:00,2025-06-27 09:55:00,1088.0,SELL,2428.07,2461.41,0.20559129878253773,-6.854413901409744,-1.3731070356291082,6.58104943098361,19.74314829295083,Stop Loss,RSI_MFI,2025-06
2025-06-28 05:28:00,2025-06-28 06:00:00,32.0,BUY,2423.49,2423.49,0.2058384165562251,0.0,0.0,3.6489902375796244,10.946970712738873,Opposite Signal,RSI_MFI,2025-06
2025-06-28 06:00:00,2025-06-28 16:06:00,606.0,SELL,2420.85,2440.76,0.2060628887125786,-4.102712114267503,-0.8224383997356427,3.9325556839130043,11.797667051739014,Stop Loss,RSI_MFI,2025-06
2025-06-29 23:18:00,2025-06-30 09:43:00,625.0,BUY,2496.01,2456.97,0.19977572547150554,-7.79924432240766,-1.5640962976911317,7.667402332382698,23.002206997148097,Stop Loss,RSI_MFI,2025-06
